statename,rank,hs6,val2013,val2014,val2015,val2016
South Carolina,18,870790,252.58,287.74,377.23,321.7
South Carolina,19,854430,232.22,363.18,367.44,301.77
South Carolina,20,940190,135.2,183.85,239.13,255.75
South Carolina,21,640411,98.49,114.81,151.92,249.82
South Carolina,22,841112,110.46,28.89,479.1,236.79
South Carolina,23,841330,238.32,237.51,250.13,230.27
South Carolina,24,848120,81.89,218.73,295.54,228.68
South Carolina,25,870323,160.52,312.75,336.56,228
South Dakota,0,0,998.62,1042.51,1140.36,1031.07
South Dakota,0,25,433.16,520.57,500.46,487.24
South Dakota,1,160250,109.67,140,157.24,166.25
South Dakota,2,847130,20.18,18.51,17.27,40.8
South Dakota,3,440710,28.24,29.44,23.27,24.01
South Dakota,4,271112,10.49,21.91,18.28,20.14
South Dakota,5,854140,8.58,16.54,14.96,19.16
South Dakota,6,390190,26.46,14.11,11.45,16.78
South Dakota,7,310420,20.3,17.29,23.13,15.74
South Dakota,8,20130,15.38,21.72,25.5,13.8
South Dakota,9,842519,14.43,15.33,14.88,13.78
South Dakota,10,840890,11.07,24.84,18.73,13.73
South Dakota,11,10391,5.97,11.61,9.5,13.08
South Dakota,12,830241,8.91,7.52,10.84,12.52
South Dakota,13,850440,13.11,20.26,13.65,12.22
South Dakota,14,870422,13.63,18.15,15.81,11.69
South Dakota,15,853400,9.74,10.88,12.97,10.26
South Dakota,16,870423,3.86,11.55,7.45,10.08
South Dakota,17,10229,21.98,46.26,21.32,9.93
South Dakota,18,310280,3.45,10.47,18.12,9.74
South Dakota,19,854460,1.75,3.67,6.67,9.31
South Dakota,20,940161,7.88,8.21,9.16,8.76
South Dakota,21,843390,18.18,12.21,9.06,8.62
South Dakota,22,481092,9.43,8.56,8.3,7.27
South Dakota,23,841350,4.29,5.17,6.04,6.85
South Dakota,24,310210,35.58,15.44,15.24,6.37
South Dakota,25,870120,10.59,10.92,11.62,6.36
Tennessee,0,0,64983.47,69809.68,76979.53,75285.04
Tennessee,0,25,28778.98,32069.98,38441.89,38450.92
Tennessee,1,300490,3908.51,4372.56,6441.45,7950.55
Tennessee,2,847130,6549.22,7743.49,7888.08,6158.49
Tennessee,3,851712,3849.3,4121.29,4637.57,3954.42
Tennessee,4,870323,1449.43,870.82,1364.98,2664.92
Tennessee,5,300220,733.22,1248.48,3375.68,2506.27
Tennessee,6,851762,1065.78,1825.02,2132.55,2414.58
Tennessee,7,870324,2704.61,1832.64,1671.93,1280.71
Tennessee,8,300210,583.87,992.72,948.48,1112.74
Tennessee,9,870840,1045.1,1159.77,1117.78,1066.93
Tennessee,10,300439,750.38,722.93,1055.75,1025.39
Tennessee,11,840991,970.38,984.99,1027.02,961.34
Tennessee,12,847150,338.32,663.01,1082.71,856.43
Tennessee,13,870899,542.07,611.93,699.54,675.69
Tennessee,14,640411,149.19,237.73,485.55,579.05
Tennessee,15,852859,75.58,258.13,203.88,552.66
Tennessee,16,870829,482.92,600.21,634.91,536.15
Tennessee,17,940190,405.67,458.24,522.93,525.28
Tennessee,18,300420,357.63,232.39,269.73,523.02
Tennessee,19,854430,436.91,565.43,538.54,504.64
Tennessee,20,300432,49.65,78.72,182.79,501.37
Tennessee,21,844399,508.67,476.4,464.23,446.55
Tennessee,22,848180,542.41,521.26,491.99,439.89
Tennessee,23,854231,278.47,336.6,356.97,407.84
Tennessee,24,401110,381.4,423.57,435.51,407.52
Tennessee,25,847149,620.29,731.63,411.31,398.48
Texas,0,0,311712.67,302865.68,252111.07,229294.26
Texas,0,25,177576.25,159695.56,115642.35,108051.76
Texas,1,270900,88226.43,76088.02,34067.27,27584.88
Texas,2,851762,7894.83,8257.41,11558.45,17444.12
Texas,3,847150,10323.39,9190.17,11369.22,11964.7
Texas,4,851712,16695.22,15260.56,12695.37,8485.25
Texas,5,271019,16389.15,13472.23,8829.14,5652.52
Texas,6,854430,3168.17,3674.74,3777.73,3960.44
Texas,7,870323,3322.69,2861.16,3289.1,3650.83
Texas,8,854231,5513.91,3884.41,2559.71,3308.12
Texas,9,852872,2856.7,3353.28,2818.02,2530.84
Texas,10,940190,1711.63,1730.54,1927.52,2085.53
Texas,11,851770,2481.41,2020.71,1580.74,1761.94
Texas,12,847330,2671.23,2295.56,1834.2,1755.78
Texas,13,853710,1601.38,1658.46,1666.18,1725
Texas,14,880240,1026.23,1914.4,2209.71,1615.24
Texas,15,870120,1503.73,1642.07,2158.11,1583.51
Texas,16,848180,1424.66,1655.06,1625.55,1434.01
Texas,17,271012,2391.81,1692.65,1681.48,1425.62
Texas,18,847170,2034.57,1525.99,1417.31,1336.43
Texas,19,870895,763.82,1073.26,1317.32,1323.69
Texas,20,300290,190.14,254.4,664.11,1288.75
Texas,21,880330,784.48,822.51,896.12,1282.9
Texas,22,870829,1317.1,1671.22,1828.23,1256.99
Texas,23,850440,1170.85,1275.39,1268.16,1209.48
Texas,24,841810,1084.37,1256,1395.77,1207.35
Texas,25,950300,1028.36,1165.37,1207.84,1177.83
Utah,0,0,10638.67,11131.87,12101.45,12989.24
Utah,0,25,6052.23,6008.27,6372.26,7627.41
Utah,1,710812,3537.27,2942.28,2733.73,3476.93
Utah,2,880240,161.52,594.63,795.93,1093.19
Utah,3,710813,81.63,337.34,328.52,432.89
Utah,4,710691,848.06,497.89,363.4,429.25
Utah,5,870895,273.93,264.54,418.29,338.64
Utah,6,870120,113.38,228.41,349.48,270.43
Utah,7,880230,45.55,71.27,164.29,194.91
Utah,8,10229,202,243.28,154.14,162.62
Utah,9,871200,154.18,144.42,213.12,157.86
Utah,10,854140,16.61,8.55,15.49,113.49
Utah,11,901839,23.77,10.48,52.67,92.76
Utah,12,841191,11.61,40.95,33.78,75.48
Utah,13,870431,0.73,30.02,56.12,73.73
Utah,14,851762,39.7,43.3,64.16,67.66
Utah,15,760110,3.47,0.55,0.23,67.13
Utah,16,420292,31.84,37.81,56.53,65.64
Utah,17,330129,9.65,37.19,38.77,63.28
Utah,18,901890,69.63,79.03,52.17,62.5
Utah,19,940161,54.94,54.97,59.71,60.86
Utah,20,441012,70.22,51.01,56.33,60.36
Utah,21,760120,0.15,0.11,0.2,57.4
Utah,22,870894,136.11,119.36,193.79,56.45
Utah,23,180690,65.21,69.74,68.26,52.68
Utah,24,950699,55.34,58.64,57.56,51.43
Utah,25,940360,45.74,42.5,45.58,49.86
Virginia,0,0,22383.13,24317.64,25064.55,25872.7
Virginia,0,25,6178.03,7152.49,7850.04,8150.79
Virginia,1,844399,2234.49,2274.4,2191.82,1849.81
Virginia,2,870323,379.89,248.25,512.04,993.95
Virginia,3,870324,480.44,896.82,921.29,826.12
Virginia,4,950300,337.54,375.64,478.17,608.47
Virginia,5,851762,381.63,529.26,600.08,489.13
Virginia,6,90111,286.24,353.48,307.06,292.61
Virginia,7,611020,108.94,204.2,236.21,238
Virginia,8,847150,105.26,215.01,357.29,234.11
Virginia,9,880330,94.92,118.55,201.63,232.61
Virginia,10,940360,181.34,205.1,204.47,206.48
Virginia,11,80132,207.12,181.33,209.15,195.72
Virginia,12,300490,21.88,55.29,13.32,187.37
Virginia,13,852691,43.63,155.95,183.94,179.34
Virginia,14,840991,168.36,197.19,190.98,154.48
Virginia,15,854140,6.25,66.75,260.83,150.13
Virginia,16,300220,65.34,119.93,197.76,147.83
Virginia,17,630260,151.35,143.43,130.99,135.31
Virginia,18,620462,126.96,17.87,16.78,133.13
Virginia,19,950510,73.81,79.9,98.4,132
Virginia,20,611030,20.36,52.97,88.07,131.88
Virginia,21,940320,73.22,85.83,105.46,129.78
Virginia,22,271012,302.1,189.83,66.27,129.23
Virginia,23,240110,124.74,135.42,93.93,125.23
Virginia,24,980800,45.02,88.49,55.55,125.01
Virginia,25,841199,157.19,161.63,128.56,123.08
Virgin Islands,0,0,461.51,687.34,130.86,591.38
Virgin Islands,0,25,434.19,637.7,86.34,559.93
Virgin Islands,1,271019,239.26,402.63,15.12,244.96
Virgin Islands,2,270900,0,16.14,0,141.23
Virgin Islands,3,271012,100.15,109.73,0,100.61
Virgin Islands,4,711319,6.09,3.7,8.15,14.56
Virgin Islands,5,271129,33.16,43.8,8.87,7.6
Virgin Islands,6,220300,6.89,7.48,8.07,7.44
Virgin Islands,7,170390,7.68,6.43,3.81,7.23
Virgin Islands,8,950300,0.01,0.02,0.04,5.95
Virgin Islands,9,170310,4.65,9.75,3.08,4.84
Virgin Islands,10,220890,2.25,3.14,1.52,3.11
Virgin Islands,11,851762,0.66,0.84,1.92,2.69
Virgin Islands,12,220860,1.56,1.52,1.45,2.49
Virgin Islands,13,910221,8.38,9.85,9.83,2.16
Virgin Islands,14,220830,2.49,2.01,1.34,1.8
Virgin Islands,15,711620,10.68,10.15,8.54,1.75
Virgin Islands,16,710239,3.11,3.35,6.72,1.7
Virgin Islands,17,220421,1.96,1.98,2.44,1.66
Virgin Islands,18,841199,0,0,0.17,1.6
Virgin Islands,19,220210,1.07,0.93,1.1,1.21
Virgin Islands,20,401110,1.03,1.02,0.83,1.04
Virgin Islands,21,851810,0,0,0,0.94
Virgin Islands,22,711311,0.28,0.35,0.43,0.9
Virgin Islands,23,220870,1.34,1.34,0.99,0.88
Virgin Islands,24,220410,0.91,0.8,0.93,0.85
Virgin Islands,25,220840,0.56,0.72,1.02,0.73
Vermont,0,0,4949.23,4764.55,4062.88,3704.33
Vermont,0,25,3191.01,3325.86,2700.47,2327.9
Vermont,1,854231,639.87,858.82,608.55,491.7
Vermont,2,271600,598.81,715.74,651.41,488.12
Vermont,3,180620,175.81,184.43,195.53,266.01
Vermont,4,854239,358.31,240.72,246.46,196.42
Vermont,5,271019,307.5,303.02,174.05,115.44
Vermont,6,271012,170.74,160.31,99.35,90.47
Vermont,7,440710,58.22,52.25,47.97,59.27
Vermont,8,271121,94.99,120.1,72.68,54.25
Vermont,9,620331,69.22,46.47,62.16,50.43
Vermont,10,620311,55.94,48.27,48.97,44.94
Vermont,11,853400,2.22,6.06,18.85,42.48
Vermont,12,848180,46.7,63.39,54.7,40.35
Vermont,13,271112,65.4,72.24,44.33,33.18
Vermont,14,401110,38.19,43.39,46.03,33.01
Vermont,15,620333,19.3,16.05,21.99,32.99
Vermont,16,30431,28.54,29.06,19.67,32.65
Vermont,17,210690,31.17,25.48,30.16,32.52
Vermont,18,841191,27.78,16.19,12.16,30.87
Vermont,19,100590,32.49,29.11,26.72,30.54
Vermont,20,870894,24.85,30.48,31.16,29.76
Vermont,21,170220,36.57,33.89,32.31,27.98
Vermont,22,620341,36.78,33.45,36.77,27.89
Vermont,23,847330,231.96,150.87,73.26,27.67
Vermont,24,230641,27.4,30.59,27.06,26.21
Vermont,25,950691,12.24,15.5,18.2,22.75
Washington,0,0,49899.97,52522.33,51135.52,46997.33
Washington,0,25,27430.44,28854.64,24080.41,20930.48
Washington,1,870323,2169.95,2400.83,2358.36,3715.78
Washington,2,270900,7699.33,6895.5,3924.49,3058.57
Washington,3,880330,5152.07,5654.52,5313.74,2403.98
Washington,4,271121,2642.36,3478.07,2207.77,2012.13
Washington,5,851762,563.68,636.89,492.29,1148.65
Washington,6,852560,61.18,108.03,666.38,804.28
Washington,7,440710,326.78,419.11,450.94,661.94
Washington,8,950300,313.02,400.23,582.09,597.69
Washington,9,880320,568.33,630.93,646.08,542.87
Washington,10,841112,2088.51,2688.45,1826.02,510.58
Washington,11,870324,246.78,316.5,512.4,505.05
Washington,12,852550,72.17,148.98,80.59,471.69
Washington,13,271019,315.98,427.3,291.28,421.43
Washington,14,950450,1724.53,502.67,850.62,421
Washington,15,284420,295.48,346.6,304.75,410.2
Washington,16,847130,338.59,133.16,301.63,403.49
Washington,17,640299,123,117.91,176.01,358.9
Washington,18,852871,735.4,1272.58,889.71,357.38
Washington,19,10229,306.27,445.67,337.12,340.34
Washington,20,30614,241.61,251.48,243.33,324.07
Washington,21,90111,254.08,279.54,305.4,321.44
Washington,22,852859,371.06,426.83,461.87,304.56
Washington,23,854370,135.85,65.46,190.44,292.94
Washington,24,852351,335.22,280.55,189.66,274.78
Washington,25,940110,349.2,526.86,477.43,266.75
Wisconsin,0,0,22223.03,23563.07,23045.39,22429.04
Wisconsin,0,25,4334.77,4471.33,4494.64,4585.66
Wisconsin,1,611020,547.44,547.02,517.53,400.09
Wisconsin,2,611030,213.59,252.66,300.46,260.6
Wisconsin,3,840991,237.94,245.08,261.66,253.76
Wisconsin,4,870190,120.61,17.74,21.36,247.78
Wisconsin,5,870310,24.17,37.22,36.81,242.28
Wisconsin,6,470321,268.59,293.4,260.72,236.53
Wisconsin,7,901819,307.08,345.24,323.66,229.64
Wisconsin,8,902290,207.95,214.25,195.78,210.77
Wisconsin,9,850780,1.65,1.4,193.75,191.58
Wisconsin,10,440710,161.45,188.74,167.98,187.18
Wisconsin,11,950300,233.54,226.11,242.15,180.24
Wisconsin,12,850710,286.86,284.79,98.15,168.32
Wisconsin,13,850440,186.98,189.16,183.84,164.06
Wisconsin,14,853710,155.31,170.14,152.74,143.36
Wisconsin,15,870120,153.19,214.9,246.18,142.8
Wisconsin,16,902212,79.98,132.91,149.57,142.65
Wisconsin,17,620462,169.1,157.53,148.35,141.58
Wisconsin,18,840790,131.62,116.79,147.19,139.42
Wisconsin,19,830110,128.23,132.79,131.96,137.1
Wisconsin,20,382200,133.6,115.06,126.28,136.42
Wisconsin,21,852351,3.77,3.16,19.63,134.76
Wisconsin,22,843149,180.17,187.44,152.8,128.64
Wisconsin,23,640399,178.87,161.13,165.03,126.15
Wisconsin,24,392690,94.18,105.84,120.29,120.61
Wisconsin,25,620520,128.88,130.83,130.77,119.36
West Virginia,0,0,3701.38,3812.45,3781.63,3331.45
West Virginia,0,25,1789.63,2099.18,2108.44,2011.88
West Virginia,1,870899,247.28,252.23,338.9,272.52
West Virginia,2,291736,292.42,318.61,240.26,243.8
West Virginia,3,390760,124.15,202.36,179.85,190.87
West Virginia,4,841112,64.38,99.86,120.57,162.3
West Virginia,5,841191,136.97,130.15,150.96,145.93
West Virginia,6,760120,56.96,101.26,113.36,129.64
West Virginia,7,841111,79.23,121.78,95.72,111.91
West Virginia,8,902790,57.51,52.24,59.47,75.44
West Virginia,9,902710,117.99,116.41,98.5,74.99
West Virginia,10,848120,51.63,56.37,75.1,61.41
West Virginia,11,290122,84.03,75.15,54.29,57.08
West Virginia,12,840820,41.73,59.72,54.42,46.42
West Virginia,13,840991,48.27,47.04,51.87,45.25
West Virginia,14,842139,16.83,46.64,50.03,42.49
West Virginia,15,870790,25.14,45.13,50.51,42.02
West Virginia,16,851110,49.32,53.56,54.39,41.89
West Virginia,17,480261,43.77,40.64,42.3,40.91
West Virginia,18,390799,37.96,41.94,35.41,39.19
West Virginia,19,851130,42.45,49.96,40.51,30.51
West Virginia,20,750210,67,61.38,45.11,29.02
West Virginia,21,870840,0.39,4.09,47.44,26.78
West Virginia,22,390190,25.9,27.29,27.06,26.52
West Virginia,23,293090,40.66,57.01,38.43,26.19
West Virginia,24,903180,18.27,17.02,16.58,25.73
West Virginia,25,854430,19.36,21.33,27.41,23.09
Wyoming,0,0,2161.77,1900.72,1144.52,876.56
Wyoming,0,25,1686.4,1401.76,678.36,554.64
Wyoming,1,270900,1456.22,1177.72,445.27,323.44
Wyoming,2,847150,1.23,0.43,10.56,60.37
Wyoming,3,271012,0,0,37.99,25.07
Wyoming,4,281410,39.23,29.12,33.53,24.78
Wyoming,5,851762,1.94,2.72,1.46,10.83
Wyoming,6,841810,12.66,10.26,11.51,10.45
Wyoming,7,720837,0,0,3.57,8.88
Wyoming,8,310230,29.16,42.09,39.12,6.98
Wyoming,9,940151,0,1.31,3.95,6.79
Wyoming,10,940510,4.76,5.43,5.62,6.74
Wyoming,11,847989,50.18,46.54,15.81,6.07
Wyoming,12,843143,26.54,21.06,12.58,6
Wyoming,13,841451,5.9,5.06,5.38,5.72
Wyoming,14,732111,6.32,5.93,5.88,5.5
Wyoming,15,848180,2.87,2.6,4.81,5.32
Wyoming,16,841370,0.8,3.18,6.4,5.3
Wyoming,17,841290,19.21,17.85,7.16,4.71
Wyoming,18,841391,16.05,13.28,5.28,4.63
Wyoming,19,846721,2.13,2.38,3,4.28
Wyoming,20,846729,3.1,4.37,4.47,3.99
Wyoming,21,830250,1.12,0.79,2.24,3.84
Wyoming,22,843149,3.09,3.03,4.1,3.82
Wyoming,23,940320,3.55,4.17,4.01,3.79
Wyoming,24,841950,0.16,0.49,1.78,3.7
Wyoming,25,380290,0.16,1.97,2.86,3.63
